Titre;Date de sortie;D�veloppeur;Editeur;Genres;Franchise;Note Moyenne;Plateformes
Little Big Adventure: Twinsen’s Quest;Oct 1, 2024;[2,21];Microïds;Adventure;Little Big Adventure;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Mariachi Undead;Oct 1, 2024;Upside Down Bird;Upside Down Bird;Action-Adventure , Music/Rhythm , Shoot 'Em Up , Shooter;;0;PC
Metal Suits;Oct 1, 2024;Eggtart;Eggtart;Action;;0;PC
Moving Houses;Oct 1, 2024;Gord Games;Gord Games;Puzzle , Simulation;;0;PC
Music Power Up;Oct 1, 2024;microStudio;microStudio;Simulation;;0;PC
Münch;Oct 1, 2024;Mac n Cheese Games;Mac n Cheese Games;Action , Role-Playing;;0;PC
Otherskin;Oct 1, 2024;The Game Atelier;FDG Entertainment;Action , Shooter;;0;PC
RTE Worlds;Oct 1, 2024;;;Action-Adventure;;0;PC
RealSports Collection;Oct 1, 2024;Atari;Atari SA;Compilation , Sports;RealSports;0;Atari 2600
RoadOut;Oct 1, 2024;Rastrolabs Game Studio;DANGEN Entertainment;Action-Adventure , Driving/Racing;;0;PC
Skybase;Oct 1, 2024;;;Action;;0;PC
Söldner-X Complete Collection;Oct 1, 2024;SideQuest Studios;eastasiasoft;Compilation , Shoot 'Em Up;Söldner-X;0;Nintendo Switch
The Bustling World;Oct 1, 2024;FireWo Games;FireWo Games;Role-Playing , Simulation;;0;PC
Toads of the Bayou;Oct 2, 2024;La Grange Studios;Sold Out;Card Game , Strategy;;0;PC
Toaplan Arcade 4;Oct 2, 2024;Toaplan Co,, Ltd,;Tatsujin;Compilation;Toaplan Arcade;0;Evercade
Travel On, Pigeon!;Oct 2, 2024;Fog Angler;Fog Angler;Music/Rhythm , Puzzle;;0;PC
Liar's Bar;Oct 2, 2024;Curve Animation;Curve Animation;Card Game , Trivia/Board Game;;0;PC
Divinity Chess;Oct 3, 2024;;;Strategy;;0;Mac, PC
Gaming Cafe Simulator;Oct 3, 2024;Prapancha Studios;Prapancha Studios;Simulation;;0;PC
Disney Pixel RPG;Oct 7, 2024;;GungHo Online Entertainment;Role-Playing;Disney;0;Android, iPad, iPhone
Alice's Lullaby;Oct 8, 2024;Ape Law;Ape Law;Action-Adventure;;0;PC
MagicTowerReset;Oct 8, 2024;;;Adventure , Role-Playing , Strategy;;0;PC
Pro Philosopher 2: Governments & Grievances;Oct 8, 2024;;;Educational;;0;PC
Spin Hero;Oct 8, 2024;;;Card Game , Role-Playing;;0;PC
Build The Sun;Oct 9, 2024;PUNKCAKE Délicieux;;Simulation , Strategy;;0;Linux, Mac, PC
DICEOMANCER;Oct 10, 2024;;;Card Game , Strategy;;0;PC
Simulakros;Oct 10, 2024;Sirio Games;Dear Villagers;Action , Shooter;;0;PC
Sky Oceans: Wings for Hire;Oct 10, 2024;Octeto Studios;PQube;Role-Playing;;0;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S
Nick Jr, Party Adventure;Oct 11, 2024;Melbot Studios;Outright Games;Platformer , Puzzle;Nickelodeon;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Soulbind: Tales Of The Underworld;Oct 11, 2024;Rubedo Games;Rubedo Games;Action-Adventure , Platformer;;0;Mac, PC, PlayStation 4, PlayStation 5
Transformers: Galactic Trials;Oct 11, 2024;;;;Transformers;0;PC, PlayStation 5, Xbox One, Xbox Series X|S
Gun Frog;Oct 12, 2024;;;Action;;0;PC
Primal Rift;Oct 13, 2024;;;Role-Playing;;0;PC
The Broken Ceiling;Oct 13, 2024;;;Horror;;0;PC
New World: Aeternum;Oct 14, 2024;Amazon Game Studios , Relentless Game Studios;Amazon Game Studios;Action-Adventure , MMORPG;;0;Mac, PC
Small Dragon Big Appetite;Oct 14, 2024;;;Action-Adventure;;0;PC
CAPTURED;Oct 15, 2024;;;Action-Adventure , Horror , Puzzle;;0;PC
MechWarrior 5: Clans;Oct 16, 2024;Piranha Games;Piranha Games;First-Person Shooter , Simulation;MechWarrior;0;PC
Blindfire;Oct 17, 2024;Double 11;Double 11;First-Person Shooter;;0;PC, Xbox Series X|S
Call to Arms - Gates of Hell: Airborne;Oct 17, 2024;;;;;0;PC
Halloween Stories Written in Blood Collectors Edition;Oct 17, 2024;Elephant AR;Big Fish Games;Adventure , Horror , Puzzle;;0;Mac, PC
Professional Baseball Spirits 2024-2025;Oct 17, 2024;;Konami Corporation;Baseball;Pro Yakyuu Spirits;0;PC, PlayStation 5
Arch Legends;Oct 18, 2024;;;Role-Playing , Strategy;;0;PC
Hot Wheels Monster Trucks: Stunt Mayhem;Oct 18, 2024;3DClouds,it;GameMill Entertainment;Driving/Racing;Hot Wheels;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Killing Time: Resurrected;Oct 18, 2024;The 3DO Company;Zigurat;First-Person Shooter;;0;PC
Otoko Cross: Naked Remix 2;Oct 18, 2024;eastasiasoft;Funbox Media Ltd, , eastasiasoft;Block-Breaking , Puzzle;Pretty Girls;0;Nintendo Switch
RetroRealms: Halloween;Oct 18, 2024;WayForward Technologies;Boss Team Games;Brawler , Platformer;Halloween , RetroRealms;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Neko Atsume 2;Oct 20, 2024;Hit-Point Co,;Hit-Point Co,;Simulation;;0;Android, iPhone
The Children of Clay;Oct 21, 2024;Balazs Ronyai;Balazs Ronyai;Horror;;0;PC
Worshippers of Cthulhu;Oct 21, 2024;Crazy Goat Games;Crytivo Games;Strategy;;0;PC
Amanda the Adventurer 2;Oct 22, 2024;MANGLEDmaw Games;Dread XP;Adventure , Puzzle;Amanda the Adventurer;0;PC
Stardust Demon;Oct 23, 2024;resnijars;resnijars;Action-Adventure , Platformer;;0;Linux, Mac, PC
eBaseball: MLB Pro Spirit;Oct 23, 2024;Konami Corporation;Konami Corporation;Baseball;MLB , eBaseball;0;Android, iPad, iPhone
COVEN;Oct 24, 2024;Gator Shins;Hellforge Studios;Action , Horror , Shooter;;0;PC
CROWDED, FOLLOWED,;Oct 24, 2024;NIGHT DIAL;Banshee Games;Adventure;;0;PC
Card-en-Ciel;Oct 24, 2024;;;;;0;PC
Card-en-Ciel;Oct 24, 2024;Inti Creates Co,, Ltd,;Inti Creates Co,, Ltd,;Card Game , Role-Playing , Strategy;;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Romance of the Three Kingdoms 8 Remake;Oct 24, 2024;;Tecmo Koei Co,, Ltd,;Strategy;Romance of the Three Kingdoms;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5
Straftat;Oct 24, 2024;Sirius Lemaitre;Lemaitre Bros;Action;;0;PC
Terminator Survivors;Oct 24, 2024;;;;;0;
The Jackbox Survey Scramble;Oct 24, 2024;;;;;0;PC, PlayStation 5, Xbox Series X|S
Barbie Project Friendship;Oct 25, 2024;Casual Brothers Games , Xaloc Studios;Outright Games;Adventure , Minigame Collection;Barbie;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Franchise Hockey Manager 11;Oct 25, 2024;Out of the Park Developments;Out of the Park Developments;Hockey , Sports , Strategy;Franchise Hockey Manager;0;Mac, PC
King's Orders;Oct 25, 2024;;Games Operators;Strategy;;0;PC
Some Goodbyes We Made;Oct 25, 2024;Safe Flight Games;Safe Flight Games;Adventure;;0;PC
Tetrachroma;Oct 25, 2024;Sparse Vector;Sparse Vector;Puzzle;;0;PC
DONT SCREAM;Oct 27, 2024;Digital Cybercherries;Digital Cybercherries;Adventure , Horror , Simulation;;0;PC
Ascending Inferno;Oct 28, 2024;Oppolyon Studios;Oppolyon Studios;Action-Adventure , Platformer;;0;PC
Hidden Capybaras with Orange and Pumpkins: Spooky Halloween Edition;Oct 28, 2024;;;;;0;PC
Keeper's Toll;Oct 28, 2024;Stingbot Games;Doyoyo , Stingbot Games;Action;;0;PC
Clock Tower: Rewind;Oct 29, 2024;Limited Run Games , WayForward Technologies;Capcom , SunSoft , WayForward Technologies;Adventure;Clock Tower;0;PC
Monster High: Skulltimate Secrets;Oct 29, 2024;Casual Brothers Games , Petoons Studio;Outright Games;Platformer;Monster High;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Gloomy Tales Hotel Frightsylvania Collectors Edition;Oct 30, 2024;Do Games Limited;Do Games Limited;Adventure , Puzzle;;0;PC
Karate Survivor;Oct 30, 2024;;;Action , Fighting;;0;PC
Wolf Fang / Skull Fang Saturn Tribute Boosted;Oct 30, 2024;Data East Corporation;City Connection;Compilation , Shoot 'Em Up;Kuhga , S-Tribute;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One
Hannah;Oct 31, 2024;Spaceboy Games;QuByte Interactive;Platformer , Puzzle;;0;PC
Poppy Playtime Triple Pack;Oct 31, 2024;MOB Games;Modus Games;Adventure , Puzzle;Playtime;0;PlayStation 5
Raiden Nova;Oct 31, 2024;MOSS;MOSS , UFO Interactive Games, Inc,;Shoot 'Em Up;Raiden;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5
Farmagia;Nov 1, 2024;Marvelous AQL;Marvelous AQL;Role-Playing;;0;Nintendo Switch, PC, PlayStation 5
Zero-Sum Heart;Nov 1, 2024;Citreat Studio;Citreat Studio;Visual Novel;;0;PC
Ramhart;Nov 3, 2024;;;Role-Playing;;0;PC
Deities Flush;Nov 5, 2024;;;Card Game;;0;PC
Let's Sing 2025;Nov 5, 2024;Voxler;KOCH Media;Music/Rhythm;Let's Sing;0;Nintendo Switch, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Riot Ride;Nov 5, 2024;Suronix;;Action;;0;PC
The Happyhills Homicide;Nov 5, 2024;;;Adventure , Puzzle;;0;PC
Brighter Shores;Nov 6, 2024;;;MMORPG;;0;PC
Trash Goblin;Nov 6, 2024;Spilt Milk Studios;Spilt Milk Studios;Simulation;;0;PC
Dragon Ball: Super Divers;Nov 7, 2024;Dimps Corporation;Namco Bandai Games Inc,;Card Game;Carddass , Dragon Ball;0;Arcade
Empire of the Ants;Nov 7, 2024;Tower Five;;;;0;
Connected Hearts Hour of the Witch Collectors Edition;Nov 8, 2024;Do Games Limited;Do Games Limited;Adventure , Puzzle;;0;PC
Two Falls (Nishu Takuatshina);Nov 8, 2024;Unreliable Narrators;Indie Asylum , Unreliable Narrators;Adventure;;0;PC
Ash Echoes;Nov 12, 2024;Aurogon Shanghai;Neocraft Limited;Real-Time Strategy , Role-Playing;;0;Android, PC, iPad, iPhone
Echoes of Vision;Nov 12, 2024;Azure Flame Studio;;Real-Time Strategy , Role-Playing;;0;Android, iPhone
Envyus;Nov 13, 2024;;;Action , Role-Playing;;0;PC
Temtem: Swarm;Nov 13, 2024;GGTech Studios , CremaGames;CremaGames;Action;;0;PC
Beanrise;Nov 14, 2024;;;Action , Adventure , Role-Playing , Simulation;;0;PC
Beyblade X: Xone;Nov 14, 2024;FuRyu;FuRyu;Action;Beyblade;0;Nintendo Switch, PC
Cat Clean Ocean;Nov 15, 2024;;AGE Zero;Simulation;;0;Nintendo Switch
Divine Dynamo Flamefrit;Nov 15, 2024;Inti Creates Co,, Ltd,;Inti Creates Co,, Ltd,;Action-Adventure , Role-Playing;;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Tricky Madness;Nov 15, 2024;Nathan Dearth;Nathan Dearth;Snowboarding/Skiing;;0;Linux, Mac, PC
EverQuest II: Scars of Destruction;Nov 20, 2024;Darkpaw Games;Sony Online Entertainment;MMORPG;EverQuest;0;PC
Spirit Mancer;Nov 22, 2024;;;Action , Adventure;;0;Nintendo Switch, PC, PlayStation 5
Sin Slayers: Reign of The 8th;Nov 25, 2024;;;Strategy;;0;PC
Trombone Champ: Unflattened;Nov 26, 2024;Flat2VR Studios , Holy Wow Studios;Flat2VR Studios;Music/Rhythm , Simulation;Trombone Champ;0;Mac, PC, PlayStation 5
Love Angel Syndrome;Nov 27, 2024;;;;;0;PC
Midori no Kaori;Nov 27, 2024;;;;;0;PC
Data East Arcade 2;Nov 28, 2024;Data East Corporation;G-mode, Inc,;Compilation;Data East Arcade;0;Evercade
Enigma of Fear;Nov 28, 2024;Dumativa Creative Studio;Dumativa Creative Studio , Nuuvem Inc;Horror;;0;PC
HOLE;Nov 28, 2024;;;First-Person Shooter;;0;PC
Madō Monogatari: Fia to Fushigina Gakkō;Nov 28, 2024;Compile Heart, Inc, , Sting Entertainment;Compile Heart, Inc, , D4 Enterprise, Inc, , Idea Factory;Role-Playing;Madou Monogatari;0;Nintendo Switch, PlayStation 4, PlayStation 5
Snow Bros, Wonderland;Nov 28, 2024;Tatsujin;Clear River Games , Limited Run Games , Tatsujin;Action;Snow Bros,;0;Nintendo Switch, PlayStation 4, PlayStation 5
Taito Milestones 3;Nov 28, 2024;HAMSTER Corporation , Taito Corporation;Inin Games , Square Enix;Compilation;Taito Milestones;0;Nintendo Switch
Toaplan Arcade 3;Nov 28, 2024;Toaplan Co,, Ltd,;Tatsujin;Compilation , Shoot 'Em Up;Toaplan Arcade;0;Evercade
Sea Of Radiation 2;Nov 29, 2024;;;Action , Simulation;;0;PC
Subliminal;Dec 2024;;;;;0;PC
Cartier 06;Dec 2, 2024;;;Adventure , Horror , Puzzle;;0;PC
Copper Dreams;Dec 2, 2024;Whalenought Studios;Modern Wolf , Whalenought Studios;Role-Playing;;0;Linux, Mac, PC
Ember Sword;Dec 2, 2024;So Couch Studios;So Couch Studios;Action-Adventure , MMORPG , Simulation;;0;Browser, Mac, PC
EverQuest: The Outer Brood;Dec 3, 2024;Darkpaw Games;Sony Online Entertainment;MMORPG;EverQuest;0;PC
Entropy Survivors;Dec 4, 2024;Moving Pieces Interactive;;Dual-Joystick Shooter;;0;PC, PlayStation 5, Xbox One
Anno 1800 - End of an Era Pack;Dec 4, 2024;;;;;0;PC
Baseball;Dec 5, 2024;Sabec;Sabec;Baseball;;0;Nintendo Switch, PlayStation 4
DETECTIVE The Motel;Dec 5, 2024;k148 Game Studio;JanduSoft;Adventure , Puzzle , Simulation;;0;PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Chrono Sword;Dec 6, 2024;21cDucks;CFK;Action , Adventure , Role-Playing;;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Panzerkampf;Dec 6, 2024;Krieg Games Ltd,;Krieg Games Ltd,;Action , Shooter , Vehicular Combat;;0;PC
Tower of Mask;Dec 7, 2024;Papertip Studio;Papertip Studio;;;0;PC
Tower of Mask;Dec 7, 2024;;;Role-Playing;;0;PC
Digseum;Dec 9, 2024;;;;;0;PC
Kraken City;Dec 9, 2024;;;Action , Fighting;;0;PC
Paper Perjury;Dec 9, 2024;Paper Cat Games;Paper Cat Games;Adventure , Visual Novel;;0;PC
Undead West;Dec 9, 2024;Deathless Games;Retrovibe;Action;;0;PC
ACA NEOGEO Selection Vol, 2;Dec 10, 2024;SNK Playmore;HAMSTER Corporation;Compilation;ACA NeoGeo;0;Nintendo Switch
ACA NeoGeo Selection Vol, 1;Dec 10, 2024;SNK Playmore;HAMSTER Corporation;Compilation;ACA NeoGeo;0;Nintendo Switch
Ballionaire;Dec 10, 2024;newobject;Raw Fury;Puzzle;;0;PC
Bloodshed;Dec 12, 2024;com8com1;Headup Games;First-Person Shooter;;0;PC
Boku wa Kōkū Kanseikan Airport Hero: Centrair Kaikō 20 Shūnenkinen;Dec 12, 2024;Sonic Powered Co,,Ltd,;Sonic Powered Co,,Ltd,;Simulation;Air Traffic Controller;0;Nintendo Switch
Chō Aniki Collection;Dec 12, 2024;Masiya;Edia;Compilation , Shoot 'Em Up;Cho Aniki;0;Nintendo Switch
Dead Lamb Walking;Dec 12, 2024;Lyn Mametchi;Lyn Mametchi;Adventure , Horror;;0;PC
Hidden Cats in Tokyo;Dec 12, 2024;Nukearts Studio;Nukearts Studio;Puzzle;;0;PC
Ink Inside;Dec 12, 2024;Blackfield Entertainment;Entalto Publishing;Action , Role-Playing;;0;PC
Last Signal;Dec 12, 2024;Under Heaven Studios;Under Heaven Studios;Adventure;;0;PC
Murky Divers;Dec 12, 2024;Embers;;;;0;PC
Brok: Natal Tail, A New Christmas;Dec 13, 2024;COWCAT;COWCAT;Adventure;Brok the InvestiGator;0;Android, Mac, PC, iPad, iPhone
Goblin Slayer -Another Adventurer- Nightmare Feast;Dec 13, 2024;ApolloSoft , Mebius;Bushiroad , Red Art Games;Adventure , Role-Playing , Strategy;;0;Nintendo Switch, PC
Reknum: Fantasy of Dreams;Dec 17, 2024;Nape Games;Nape Games;Action , Platformer;Reknum;0;Nintendo Switch, PC, PlayStation 4, Xbox One
Anime Boys Dating: The Night Before Christmas and the Tree;Dec 19, 2024;;;Simulation;;0;Nintendo Switch
Coreupt;Dec 19, 2024;Team Coreupt;Team Coreupt;Fighting;Coreupt;0;PC, PlayStation 5, Xbox Series X|S
Store Wars - Multiplayer Shop Simulator;Dec 19, 2024;;Noham Games;Simulation;;0;PC
Tetsudou Nippon! Memorial: JR Tokai KiHa 85 - Tokkyuu Nanki-hen;Dec 19, 2024;Sonic Powered Co,,Ltd,;Sonic Powered Co,,Ltd,;Driving/Racing , Simulation;Japanese Rail Sim;0;Nintendo Switch
Fountains;Dec 20, 2024;John Pywell;John Pywell;Action , Adventure;;0;PC
Elite Exorcist Miko;Dec 25, 2024;Tian Nya;Cover Corp;Shoot 'Em Up;Hololive;0;PC
Liminal Shift;Dec 26, 2024;;;Adventure , Horror , Simulation;;0;PC
Space Invaders: Deck Commander;Dec 26, 2024;Sickhead Games;Rock It Games;Trivia/Board Game;Space Invaders;0;PC
Sicko Sanctum 2;Dec 27, 2024;Jake Stevenson;Jake Stevenson;Action , First-Person Shooter , Shoot 'Em Up , Shooter;SIcko Sanctum;0;PC
Anomalies Detective;Dec 28, 2024;;;Adventure , Horror;;0;PC
Pizza Maker;Dec 28, 2024;Nerd Games;Nerd Games;Simulation;;0;Nintendo Switch
Twnkl Gft 2: A Lust For Blood;Dec 31, 2024;Bis the Fairy;Electric Prune Juice;Action , Shoot 'Em Up;;0;PC
Last Signal;Dec 12, 2024;Under Heaven Studios;Under Heaven Studios;Adventure;;0;PC
Murky Divers;Dec 12, 2024;Embers;;;;0;PC
Brok: Natal Tail, A New Christmas;Dec 13, 2024;COWCAT;COWCAT;Adventure;Brok the InvestiGator;0;Android, Mac, PC, iPad, iPhone
Goblin Slayer -Another Adventurer- Nightmare Feast;Dec 13, 2024;ApolloSoft , Mebius;Bushiroad , Red Art Games;Adventure , Role-Playing , Strategy;;0;Nintendo Switch, PC
Reknum: Fantasy of Dreams;Dec 17, 2024;Nape Games;Nape Games;Action , Platformer;Reknum;0;Nintendo Switch, PC, PlayStation 4, Xbox One
Anime Boys Dating: The Night Before Christmas and the Tree;Dec 19, 2024;;;Simulation;;0;Nintendo Switch
Coreupt;Dec 19, 2024;Team Coreupt;Team Coreupt;Fighting;Coreupt;0;PC, PlayStation 5, Xbox Series X|S
Store Wars - Multiplayer Shop Simulator;Dec 19, 2024;;Noham Games;Simulation;;0;PC
Tetsudou Nippon! Memorial: JR Tokai KiHa 85 - Tokkyuu Nanki-hen;Dec 19, 2024;Sonic Powered Co,,Ltd,;Sonic Powered Co,,Ltd,;Driving/Racing , Simulation;Japanese Rail Sim;0;Nintendo Switch
Fountains;Dec 20, 2024;John Pywell;John Pywell;Action , Adventure;;0;PC
Elite Exorcist Miko;Dec 25, 2024;Tian Nya;Cover Corp;Shoot 'Em Up;Hololive;0;PC
Liminal Shift;Dec 26, 2024;;;Adventure , Horror , Simulation;;0;PC
Space Invaders: Deck Commander;Dec 26, 2024;Sickhead Games;Rock It Games;Trivia/Board Game;Space Invaders;0;PC
Sicko Sanctum 2;Dec 27, 2024;Jake Stevenson;Jake Stevenson;Action , First-Person Shooter , Shoot 'Em Up , Shooter;SIcko Sanctum;0;PC
Anomalies Detective;Dec 28, 2024;;;Adventure , Horror;;0;PC
Pizza Maker;Dec 28, 2024;Nerd Games;Nerd Games;Simulation;;0;Nintendo Switch
Twnkl Gft 2: A Lust For Blood;Dec 31, 2024;Bis the Fairy;Electric Prune Juice;Action , Shoot 'Em Up;;0;PC
Last Signal;Dec 12, 2024;Under Heaven Studios;Under Heaven Studios;Adventure;;0;PC
Murky Divers;Dec 12, 2024;Embers;;;;0;PC
Brok: Natal Tail, A New Christmas;Dec 13, 2024;COWCAT;COWCAT;Adventure;Brok the InvestiGator;0;Android, Mac, PC, iPad, iPhone
Goblin Slayer -Another Adventurer- Nightmare Feast;Dec 13, 2024;ApolloSoft , Mebius;Bushiroad , Red Art Games;Adventure , Role-Playing , Strategy;;0;Nintendo Switch, PC
Reknum: Fantasy of Dreams;Dec 17, 2024;Nape Games;Nape Games;Action , Platformer;Reknum;0;Nintendo Switch, PC, PlayStation 4, Xbox One
Anime Boys Dating: The Night Before Christmas and the Tree;Dec 19, 2024;;;Simulation;;0;Nintendo Switch
Coreupt;Dec 19, 2024;Team Coreupt;Team Coreupt;Fighting;Coreupt;0;PC, PlayStation 5, Xbox Series X|S
Store Wars - Multiplayer Shop Simulator;Dec 19, 2024;;Noham Games;Simulation;;0;PC
Tetsudou Nippon! Memorial: JR Tokai KiHa 85 - Tokkyuu Nanki-hen;Dec 19, 2024;Sonic Powered Co,,Ltd,;Sonic Powered Co,,Ltd,;Driving/Racing , Simulation;Japanese Rail Sim;0;Nintendo Switch
Fountains;Dec 20, 2024;John Pywell;John Pywell;Action , Adventure;;0;PC
Elite Exorcist Miko;Dec 25, 2024;Tian Nya;Cover Corp;Shoot 'Em Up;Hololive;0;PC
Liminal Shift;Dec 26, 2024;;;Adventure , Horror , Simulation;;0;PC
Space Invaders: Deck Commander;Dec 26, 2024;Sickhead Games;Rock It Games;Trivia/Board Game;Space Invaders;0;PC
Sicko Sanctum 2;Dec 27, 2024;Jake Stevenson;Jake Stevenson;Action , First-Person Shooter , Shoot 'Em Up , Shooter;SIcko Sanctum;0;PC
Anomalies Detective;Dec 28, 2024;;;Adventure , Horror;;0;PC
Pizza Maker;Dec 28, 2024;Nerd Games;Nerd Games;Simulation;;0;Nintendo Switch
Twnkl Gft 2: A Lust For Blood;Dec 31, 2024;Bis the Fairy;Electric Prune Juice;Action , Shoot 'Em Up;;0;PC
Last Signal;Dec 12, 2024;Under Heaven Studios;Under Heaven Studios;Adventure;;0;PC
Murky Divers;Dec 12, 2024;Embers;;;;0;PC
Brok: Natal Tail, A New Christmas;Dec 13, 2024;COWCAT;COWCAT;Adventure;Brok the InvestiGator;0;Android, Mac, PC, iPad, iPhone
Goblin Slayer -Another Adventurer- Nightmare Feast;Dec 13, 2024;ApolloSoft , Mebius;Bushiroad , Red Art Games;Adventure , Role-Playing , Strategy;;0;Nintendo Switch, PC
Reknum: Fantasy of Dreams;Dec 17, 2024;Nape Games;Nape Games;Action , Platformer;Reknum;0;Nintendo Switch, PC, PlayStation 4, Xbox One
Anime Boys Dating: The Night Before Christmas and the Tree;Dec 19, 2024;;;Simulation;;0;Nintendo Switch
Coreupt;Dec 19, 2024;Team Coreupt;Team Coreupt;Fighting;Coreupt;0;PC, PlayStation 5, Xbox Series X|S
Store Wars - Multiplayer Shop Simulator;Dec 19, 2024;;Noham Games;Simulation;;0;PC
Tetsudou Nippon! Memorial: JR Tokai KiHa 85 - Tokkyuu Nanki-hen;Dec 19, 2024;Sonic Powered Co,,Ltd,;Sonic Powered Co,,Ltd,;Driving/Racing , Simulation;Japanese Rail Sim;0;Nintendo Switch
Fountains;Dec 20, 2024;John Pywell;John Pywell;Action , Adventure;;0;PC
Elite Exorcist Miko;Dec 25, 2024;Tian Nya;Cover Corp;Shoot 'Em Up;Hololive;0;PC
Liminal Shift;Dec 26, 2024;;;Adventure , Horror , Simulation;;0;PC
Space Invaders: Deck Commander;Dec 26, 2024;Sickhead Games;Rock It Games;Trivia/Board Game;Space Invaders;0;PC
Sicko Sanctum 2;Dec 27, 2024;Jake Stevenson;Jake Stevenson;Action , First-Person Shooter , Shoot 'Em Up , Shooter;SIcko Sanctum;0;PC
Anomalies Detective;Dec 28, 2024;;;Adventure , Horror;;0;PC
Pizza Maker;Dec 28, 2024;Nerd Games;Nerd Games;Simulation;;0;Nintendo Switch
Twnkl Gft 2: A Lust For Blood;Dec 31, 2024;Bis the Fairy;Electric Prune Juice;Action , Shoot 'Em Up;;0;PC
Last Signal;Dec 12, 2024;Under Heaven Studios;Under Heaven Studios;Adventure;;0;PC
Murky Divers;Dec 12, 2024;Embers;;;;0;PC
Brok: Natal Tail, A New Christmas;Dec 13, 2024;COWCAT;COWCAT;Adventure;Brok the InvestiGator;0;Android, Mac, PC, iPad, iPhone
Goblin Slayer -Another Adventurer- Nightmare Feast;Dec 13, 2024;ApolloSoft , Mebius;Bushiroad , Red Art Games;Adventure , Role-Playing , Strategy;;0;Nintendo Switch, PC
Reknum: Fantasy of Dreams;Dec 17, 2024;Nape Games;Nape Games;Action , Platformer;Reknum;0;Nintendo Switch, PC, PlayStation 4, Xbox One
Anime Boys Dating: The Night Before Christmas and the Tree;Dec 19, 2024;;;Simulation;;0;Nintendo Switch
Coreupt;Dec 19, 2024;Team Coreupt;Team Coreupt;Fighting;Coreupt;0;PC, PlayStation 5, Xbox Series X|S
Store Wars - Multiplayer Shop Simulator;Dec 19, 2024;;Noham Games;Simulation;;0;PC
Tetsudou Nippon! Memorial: JR Tokai KiHa 85 - Tokkyuu Nanki-hen;Dec 19, 2024;Sonic Powered Co,,Ltd,;Sonic Powered Co,,Ltd,;Driving/Racing , Simulation;Japanese Rail Sim;0;Nintendo Switch
Fountains;Dec 20, 2024;John Pywell;John Pywell;Action , Adventure;;0;PC
Elite Exorcist Miko;Dec 25, 2024;Tian Nya;Cover Corp;Shoot 'Em Up;Hololive;0;PC
Liminal Shift;Dec 26, 2024;;;Adventure , Horror , Simulation;;0;PC
Space Invaders: Deck Commander;Dec 26, 2024;Sickhead Games;Rock It Games;Trivia/Board Game;Space Invaders;0;PC
Sicko Sanctum 2;Dec 27, 2024;Jake Stevenson;Jake Stevenson;Action , First-Person Shooter , Shoot 'Em Up , Shooter;SIcko Sanctum;0;PC
Anomalies Detective;Dec 28, 2024;;;Adventure , Horror;;0;PC
Pizza Maker;Dec 28, 2024;Nerd Games;Nerd Games;Simulation;;0;Nintendo Switch
Twnkl Gft 2: A Lust For Blood;Dec 31, 2024;Bis the Fairy;Electric Prune Juice;Action , Shoot 'Em Up;;0;PC
Last Signal;Dec 12, 2024;Under Heaven Studios;Under Heaven Studios;Adventure;;0;PC
Murky Divers;Dec 12, 2024;Embers;;;;0;PC
Brok: Natal Tail, A New Christmas;Dec 13, 2024;COWCAT;COWCAT;Adventure;Brok the InvestiGator;0;Android, Mac, PC, iPad, iPhone
Goblin Slayer -Another Adventurer- Nightmare Feast;Dec 13, 2024;ApolloSoft , Mebius;Bushiroad , Red Art Games;Adventure , Role-Playing , Strategy;;0;Nintendo Switch, PC
Reknum: Fantasy of Dreams;Dec 17, 2024;Nape Games;Nape Games;Action , Platformer;Reknum;0;Nintendo Switch, PC, PlayStation 4, Xbox One
Anime Boys Dating: The Night Before Christmas and the Tree;Dec 19, 2024;;;Simulation;;0;Nintendo Switch
Coreupt;Dec 19, 2024;Team Coreupt;Team Coreupt;Fighting;Coreupt;0;PC, PlayStation 5, Xbox Series X|S
Store Wars - Multiplayer Shop Simulator;Dec 19, 2024;;Noham Games;Simulation;;0;PC
